Time,ox_n2_p,ox_tank_p,ox_ereg_angle,ox_feedforward,ox_proportional_term,ox_kp,fuel_n2_p,fuel_tank_p,fuel_ereg_angle,fuel_feedforward,fuel_proportional_term,fuel_kp,chamber_p,ox_inj_p,fuel_inj_p,fuel_inj_T,fuel_vdot,impulse_integral,ox_main_angle,fuel_main_angle,thrust,n2_fill_p
13.342461669921931,6.32577058868544,2.2241553883163285,358.3280510284649,20.89579907176282,5.557213397880786e-40,15.0,7.488225724843239,7.0416193977378025,1300.0,115.07374021645192,5.557213397880786e-40,15.0,-18.43587684631348,1.879901885986328,4.563708782196045,60.78125,5.151634693145752,6239332352.0,66.0,66.0,-145.69842090124357,217.2951836023338
13.54262817382812,6.204701845180341,2.1702251211704744,358.9728130770271,20.908517518697003,5.557213397880786e-40,15.0,7.334453679572294,6.855428511502613,1300.0,115.07892259724822,5.557213397880786e-40,15.0,-18.5540714263916,1.8095468282699585,4.414801597595215,60.7421875,4.805200099945068,6535240192.0,66.0,66.0,-133.28700874686112,217.3121472938125
13.743651855468784,6.039496686377598,2.1128750607345697,359.0,20.926771642868168,5.557213397880786e-40,15.0,7.171043696135938,6.672728998393593,1300.0,115.0846020832271,5.557213397880786e-40,15.0,-18.54111099243164,1.7661274671554563,4.262266159057617,60.484375,4.731593132019043,6788890624.0,66.0,66.0,-135.49364597666164,217.32508671421306
13.952988281249986,5.863283597341447,2.046654740933477,359.0,20.946954748893255,5.557213397880786e-40,15.0,6.916365065837964,6.486882348840136,1300.0,115.09386899278368,5.557213397880786e-40,15.0,-18.54792022705078,1.7098225355148315,4.143056869506836,60.4765625,4.991424083709717,7041067008.0,66.0,66.0,-140.4058798016456,218.34189382817777
14.146127197265628,5.698915367851886,1.9803560821473045,359.0,20.966332760488626,5.557213397880786e-40,15.0,6.794735922429455,6.330465053923712,1300.0,115.09847022759477,5.557213397880786e-40,15.0,-18.546770095825195,1.6818865537643433,4.006512641906738,60.1171875,4.835276126861572,7285187072.0,66.0,66.0,-130.96192003658703,217.44641776989127
14.34905273437505,5.570979567405787,1.943848474620465,359.0,20.98232061263661,5.557213397880786e-40,15.0,6.6427747755329705,6.19871257262793,1301.0,115.10440408560564,5.557213397880786e-40,15.0,-18.401803970336918,1.8238059282302856,4.0590996742248535,60.0625,4.93665075302124,7534947328.0,66.0,66.0,-146.50807238868353,217.32496329234885
14.545908691406225,5.427433469225398,1.9019358211693353,359.3386088474214,21.000903575070954,5.557213397880786e-40,15.0,6.489936345787846,6.026712609717807,1301.0,115.11057178546734,5.557213397880786e-40,15.0,-18.544097900390625,1.6283140182495115,3.792610883712769,59.9921875,5.164823055267334,7780272640.0,66.0,66.0,-146.27612606834506,217.3443576363857
14.75301367187501,5.2582282281777735,1.8518437205554312,360.0,21.023398770595506,5.557213397880786e-40,15.0,6.286257774552526,5.865381203980079,1301.0,115.11914587911211,5.5559032462640154e-40,15.0,-18.544410705566406,1.5889707803726196,3.688974618911743,59.7890625,4.962955951690674,8055861760.0,66.0,66.0,-136.44217536412341,217.3208809147443
14.955469238281239,5.115649677550125,1.8132863410748823,360.0,21.043581711498206,5.557213397880786e-40,15.0,6.164252234728721,5.715466734852437,1301.0,115.12448635730084,5.523043727491476e-40,15.0,-18.57597541809082,1.5465667247772217,3.58442759513855,59.65625,5.032726764678955,8340535296.0,66.0,66.0,-143.6904908735482,217.33191189859062
15.151142333984353,5.022403775209171,1.7794990323579927,360.0,21.05697934229011,5.557213397880786e-40,15.0,5.9972754541318976,5.557271251474926,1301.0,115.1320523089381,5.557213397880786e-40,15.0,-18.571495056152344,1.499339938163757,3.473773717880249,59.4453125,5.040086269378662,8587087872.0,66.0,66.0,-123.16314999806838,217.38304485679174
